label,rt_mean_ms,rt_sd_ms,rt_cv,accuracy,misses,clicks_total,lapses_gt1s
1,544.6025215003855,114.51666775765267,0.23234416745098427,0.7488034880649945,4.487025403303384,32.477408926406625,5.972461357851562
1,597.9062869293133,232.28902897797352,0.2968927677567168,0.7737935368485791,6.871153565181938,56.91593518773992,5.777430863751327
1,753.7596230132774,131.46144880689428,0.26443452050089766,0.7604756133111649,6.26786343817875,28.058535508758272,11.45338014742932
1,498.1132453434235,378.82026436288965,0.21717503913664526,0.9381419514713845,5.207094334108551,60.44489721269652,2.79021276919566
1,693.7326960340404,164.6180952028769,0.18353522812147102,0.825745882100356,4.982952084791041,43.93755270552052,-0.9141539967200569
1,813.2397773693965,213.4521075657052,0.21723812697874387,0.9342898301543351,-2.0230796545936283,31.84173881421156,0.46130798068975043
1,731.9752429910509,424.233751985191,0.18388390763759369,0.8130485554823,7.162747832083506,39.49217084593026,5.9314272416505744
1,434.108535002988,333.7344179629588,0.292044767194085,0.8956919131396809,5.010283117851702,33.97449270644369,5.0478810473744025
1,824.5857776480283,309.5849080231461,0.4650723904958747,0.7305832262946944,9.897262579014477,62.82167586646654,8.196475929354367
1,837.3743543960728,180.13378151990645,0.17292545217755062,0.9110931748089952,9.960588478149772,55.7743258573507,1.547192825990337
1,501.892123282802,255.77916199727704,0.35911189699350604,0.7405599790439961,1.069598485650979,31.54591505963435,8.677501897198312
1,548.5152337685233,270.6650553713808,0.2842987325983016,0.7034399730493572,-1.057742602570591,42.50001697443878,0.826968482062485
1,846.2316383969428,216.6109354709182,0.33841442297310853,0.7167673698174906,7.173196559406746,37.68353379919937,8.105422659123455
1,743.8040068683712,179.05391806011147,0.2983281478269472,0.8020055461251304,5.8435374253922925,60.861452116804415,12.909831250086977
1,653.1194551767484,258.2362582169692,0.08869300613310702,0.8227665318902246,3.3716291582058258,26.450039122406285,2.5932891313396746
1,916.8465695388493,148.68544380085785,0.13918664052810706,0.9365972921575577,2.3897410959167704,61.16663197988528,4.4267173820932975
1,704.2938155890536,374.58158978651,0.2526559066691641,0.8607392279718221,6.336420416517173,42.96761018974813,1.0994752663450211
1,689.2655989234461,126.82739839321525,0.3115777094617167,1.1494613343721167,6.095899761392175,28.484549975460425,-3.955531458918374
1,1080.7683373668629,360.77362769938514,0.07940635680906838,0.7156769182211904,6.802239266117553,37.79553198942718,1.789467518124927
1,760.3034917456768,328.3196253203472,0.39423980322446395,0.8003276143054057,7.404744645833788,42.05715348770182,3.3212933359863
