label,reading_wpm,accuracy_pct,pause_rate_permin,hesitations_permin,errors_permin,mean_pause_ms,pitch_sd,articulation_rate
1,79.57681599575426,92.96953734508426,6.60538603697073,4.914138649941004,2.6028600474752306,679.253930394249,45.94340044705732,4.054526429418745
1,85.8751064461525,92.88528023994377,11.842676091176159,3.027871661900792,6.37391614092888,437.46060245906904,33.93563371577718,3.4928517419963465
1,41.22044056193035,93.92764523115733,8.556556423682238,8.5481470615168,-0.7611127468858427,754.6656221203477,24.74259602731076,3.7786110277458866
1,31.14390958655992,79.46647991447702,12.181123581910136,5.044118219062359,2.4835768270206997,545.6229648833423,34.835089811606174,3.1114585491101057
1,129.5833031080316,89.02473359251502,7.725810447517258,3.3300619326358967,2.112622852342595,480.08495228948567,33.087020043863056,3.5849635799664776
1,58.27989083771969,98.03495960606243,6.879297287055998,6.0541632708387985,7.257932476203773,497.30918058767446,20.641926676967365,3.256905191318003
1,41.260559286130146,81.54011261525815,7.5819260789621294,8.486997678014465,6.403338884652812,1058.8199181351115,33.27378110641606,1.987783717433894
1,144.15441479705518,90.85477394821368,6.659174701915885,4.312605593510329,4.162376900337021,485.05852681173826,24.10248150727478,2.7343019743970265
1,158.8453175668647,93.74790916956107,3.658351014158574,-0.4642640115133796,0.5459188996967921,281.9350160289931,40.20248983423994,4.293607303105436
1,76.60817647428902,98.84378228675213,7.582042467647154,4.66540834182438,-0.05841371511128335,511.0307871247929,31.263676579111483,3.7172493798714767
1,79.6399812170086,90.97293690147194,10.755236130933755,1.8584214673413517,4.827593950157023,374.9641381681927,30.237155974378712,3.1323116912678355
1,109.26071882956772,101.10563493161932,6.704588414549572,3.93389942810279,2.706212499124832,280.97086301420484,30.07605053578725,3.9311006773282444
1,115.07550204402528,92.49202136044289,7.703484819234005,1.781927004590996,5.995735820016045,634.394409780451,36.12757893226772,4.004439264342302
1,62.6866529810803,94.27846972578351,9.153001265475137,6.000655571793082,3.6585747090456766,455.3867733342515,38.75163920889533,3.6782351003174028
1,98.94490751815748,97.88815322674421,4.219618706140992,0.99800358752349,2.984891309568301,390.2817906452485,21.709962425865083,3.457829003587114
1,120.73492992516543,106.57674601234409,8.289562895012596,-0.17778162521047358,2.770742360748634,351.6617434264598,21.421523399932674,4.947788187684819
1,89.76702006425145,87.98161493224744,2.3642297272633748,7.0632427925804775,6.246175432621567,526.2919265204439,43.66684213537454,4.7028971469699865
1,70.26794634006868,78.56993157865992,7.3581339336289755,5.980730014485603,6.458573306598332,549.141799077347,30.221045661766063,3.7978713721687267
1,51.96226031460447,90.62569558336867,5.016105923858536,5.824353332157196,2.944987428677659,295.32687171385726,24.13512547488346,3.6493240335893127
1,15.926735875964887,78.10565889667983,7.693999885759883,11.957801187195622,2.26601850245689,757.7357977619768,41.97250892693488,3.667492979803399
